model,ell_over_ell_ext,ell,omega_M,k_static,metric_ratio_real,metric_ratio_imag,metric_ratio_static_real,metric_ratio_static_imag,delta_real,delta_imag,k_dynamic_real,k_dynamic_imag,window_fit_rms,window_max_residual,k_direct_real,raw_delta_real
fan_wang,0.6,0.17777777777777776,0.006,1.3045183760503467,-2.717776567437524,0.001956964764386799,-2.7163436517310666,0.0,0.0014329157064572051,-0.001956964764386799,1.305951291756804,-0.001956964764386799,5.915094156284365e-07,8.167666733563975e-07,1.305951291756804,0.0014329157064572051
fan_wang,0.7,0.20740740740740737,0.002,2.09542385182234,-3.0823929307359106,0.00038456665200977026,-3.080694580230854,0.0,0.0016983505050567338,-0.00038456665200977026,2.0971222023273968,-0.00038456665200977026,1.2152334323085626e-09,1.67801583817457e-09,2.0971222023273968,0.0016983505050567338
fan_wang,0.7,0.20740740740740737,0.004,2.09542385182234,-3.082472008352131,0.000769423740631008,-3.080694580230854,0.0,0.0017774281212772358,-0.000769423740631008,2.0972012799436173,-0.000769423740631008,5.308281630803176e-08,7.329769255186549e-08,2.0972012799436173,0.0017774281212772358
fan_wang,0.7,0.20740740740740737,0.006,2.09542385182234,-3.0826144880168367,0.0011548621172609121,-3.080694580230854,0.0,0.0019199077859828328,-0.0011548621172609121,2.097343759608323,-0.0011548621172609121,5.878195244240112e-07,8.116716062543945e-07,2.097343759608323,0.0019199077859828328
fan_wang,0.8,0.23703703703703705,0.002,3.16286301865158,-3.470062633732737,0.00019156993686112077,-3.467788241466022,0.0,0.0022743922667149974,-0.00019156993686112077,3.165137410918295,-0.00019156993686112077,1.3901443175074878e-09,1.9195358851290385e-09,3.165137410918295,0.0022743922667149974
fan_wang,0.8,0.23703703703703705,0.004,3.16286301865158,-3.470170260604354,0.0003833058166978807,-3.467788241466022,0.0,0.0023820191383321365,-0.0003833058166978807,3.165245037789912,-0.0003833058166978807,5.327860048021411e-08,7.35680348030382e-08,3.165245037789912,0.0023820191383321365
fan_wang,0.8,0.23703703703703705,0.006,3.16286301865158,-3.470360239518791,0.0005753732307781029,-3.467788241466022,0.0,0.0025719980527689756,-0.0005753732307781029,3.165435016704349,-0.0005753732307781029,5.847758159513621e-07,8.074687997086436e-07,3.165435016704349,0.0025719980527689756
fan_wang,0.9,0.26666666666666666,0.002,4.552107999485091,-3.8813171825818378,6.520081341642086e-05,-3.8782698575092907,0.0,0.0030473250725471246,-6.520081341642086e-05,4.555155324557638,-6.520081341642086e-05,1.4304227097818476e-09,1.9751530022696164e-09,4.555155324557638,0.0030473250725471246
fan_wang,0.9,0.26666666666666666,0.004,4.552107999485091,-3.8814570851721664,0.00013047700590266873,-3.8782698575092907,0.0,0.0031872276628757135,-0.00013047700590266873,4.555295227147966,-0.00013047700590266873,5.3514050782443305e-08,7.389314874878305e-08,4.555295227147966,0.0031872276628757135
fan_wang,0.9,0.26666666666666666,0.006,4.552107999485091,-3.881700776557282,0.00019590298489060906,-3.8782698575092907,0.0,0.00343091904799131,-0.00019590298489060906,4.555538918533082,-0.00019590298489060906,5.823379111490028e-07,8.041024975960682e-07,4.555538918533082,0.00343091904799131
fan_wang,0.95,0.28148148148148144,0.002,5.381843132082527,-4.095890007303785,2.5041918348700585e-05,-4.092367820868799,0.0,0.003522186434985919,-2.5041918348700585e-05,5.385365318517513,-2.5041918348700585e-05,2.165564205076943e-09,2.990249394122409e-09,5.385365318517513,0.003522186434985919
fan_wang,0.95,0.28148148148148144,0.004,5.381843132082527,-4.096047521273461,5.012631852717716e-05,-4.092367820868799,0.0,0.003679700404662256,-5.012631852717716e-05,5.385522832487189,-5.012631852717716e-05,5.408578468345821e-08,7.46826090414451e-08,5.385522832487189,0.003679700404662256
fan_wang,0.95,0.28148148148148144,0.006,5.381843132082527,-4.096320520253335,7.529066445983548e-05,-4.092367820868799,0.0,0.003952699384536018,-7.529066445983548e-05,5.385795831467063,-7.529066445983548e-05,5.81685061684268e-07,8.032010314968631e-07,5.385795831467063,0.003952699384536018
fan_wang,0.99,0.29333333333333333,0.002,6.115826111463141,-4.271780503316859,3.7594005301068744e-06,-4.267830071765863,0.0,0.003950431550996392,-3.7594005301068744e-06,6.1197765430141375,-3.7594005301068744e-06,6.034518125342834e-09,8.33256946433909e-09,6.1197765430141375,0.003950431550996392
fan_wang,0.99,0.29333333333333333,0.004,6.115826111463141,-4.271952711095432,7.572178037913951e-06,-4.267830071765863,0.0,0.004122639329569466,-7.572178037913951e-06,6.119948750792711,-7.572178037913951e-06,5.76983711948298e-08,7.96709324546758e-08,6.119948750792711,0.004122639329569466
fan_wang,0.99,0.29333333333333333,0.006,6.115826111463141,-4.272250469234503,1.137467327761111e-05,-4.267830071765863,0.0,0.004420397468640758,-1.137467327761111e-05,6.120246508931782,-1.137467327761111e-05,5.780320510334021e-07,7.981568897161304e-07,6.120246508931782,0.004420397468640758
